X,Y,OBJECTID,ID,STATUS,REASON,ROAD,DESCRIPTION,SUBURB,UPDATETIME,TMR,LOCATION,SOURCE,GlobalID
152.963750783729637,-27.107316881889687,563,Temp 10/30,Open,Flooded,Devine Court,West side of Church,MORAYFIELD,2017-11-07T14:00:00.000Z,no,"Devine Court, Morayfield",OPS,36be4f4d-55aa-4e8c-a853-766adb0ba612
153.199676149474953,-27.071398027236185,564,Temp 10/30,Open,Obstruction,Fairway Avenue,Path between Fairway Ave and First Ave,WOORIM,2017-10-29T14:00:00.000Z,no,"Fairway Avenue, Woorim - Bike Path",OPS,c27ff49a-1801-439a-98d0-03660a71d1ca
152.953529515205446,-27.347588079561508,565,Temp 10/30,Open,Flooded,Birmingham Street,Birmingham Street,EATONS HILL,2017-11-07T14:00:00.000Z,no,"Birmingham Street, Eatons Hill",OPS,39b1b0cc-3cc1-46df-93c3-e65c461cfadf
152.958088948048868,-27.386377276140465,566,Temp 10/30,Open,Flooded,Bunya Road,At Arlington Park and William Scott Park,ARANA HILLS,2020-02-26T05:00:00.000Z,no,"Bunya Road, Arana Hills",OPS,b42a863d-980a-4c03-b93f-213f8b20d1f1
152.917970603541875,-27.351275745047282,567,171103,Open,Road Works,Bunya Road & Heather Anne Drive,Closed for Road Works - 4 November to 22 December,DRAPER,2020-02-26T05:00:00.000Z,no,Bunya Road at Heather Anne Drive,OPS,646ff2d8-6fee-4c7a-82a5-054daa8aa912
153.113636555557292,-27.191451476536908,568,02/01/2018,Open,Flooded,Second Avenue,,SCARBOROUGH,2020-02-26T05:00:00.000Z,no,"Second Avenue, Scarborough",OPS,a2095c33-ad47-46ca-83ec-0ab9dac2d5d3
153.112367870693532,-27.191631603046524,569,03/01/2018,Open,Flooded,Reef Point Esplanade,,SCARBOROUGH,2018-01-04T00:45:00.000Z,no,Reef Point Esp between Third Ave & Second Ave,OPS,a0c0e8c7-c800-4b5c-823b-fee7fa1d2b92
153.113014283065638,-27.192266218630326,570,03/01/2018,Open,Flooded,Third Avenue,,SCARBOROUGH,2020-02-26T05:00:00.000Z,no,"Third Avenue, Scarborough",OPS,50949912-3aa1-4cb2-be8e-a75a52ee0255
153.072370815799275,-27.212824969144663,571,PMC,Open,Road Works,Nathan Road,Bet. Pegasus St & Wirraway Dr - culvert upgrade,ROTHWELL,2018-05-28T04:00:00.000Z,no,Nathan Road Rothwell - Part Road Closure - est. until 01/06/18,OPS,bc54be95-0cda-4167-8bfb-e1f5395d2079
152.858392601852444,-27.041574062060523,572,TEMP240218,Open,Flooded,Devit Road,Power lines down,WAMURAN,2020-02-26T05:00:00.000Z,no,Devit Road Wamuran,OPS,5c9d2dd2-fdf4-4815-a51d-1ceb63694cc2
152.956577558142527,-27.266960337378457,573,Temp 2703,Open,Flooded,Youngs Crossing Road,Closed due to North Pine Dam Release,JOYNER,2020-02-26T05:00:00.000Z,no,"Youngs Crossing Road, At Sideling Creek",OPS,60211a51-1dba-4267-b2d5-9671c0b23aea
152.956532704880715,-27.266934913345253,575,LPR_019,Open,Flooded,Youngs Crossing Road,at North Pine River,PETRIE,2020-03-10T10:15:00.000Z,no,Youngs Crossing Road at North Pine River,OPS,2e8a14c9-bd3c-4fc1-92bc-fe5b28d931eb
153.018248186508771,-27.271280142454835,576,PMC,Open,Road Works,Goodrich Road East,Bet. Dohles Rocks Rd & White Ibis Dr - Road Works,GRIFFIN,2018-08-03T06:00:00.000Z,no,Goodrich Road East - Part Road Closure - est. until 03/08/18,OPS,27230548-1fa4-4261-9414-4cd9a2900b74
152.968272839950629,-27.346487810208831,577,PMC105099,Open,Road Works,Wruck Crescent,Outside Shopping Centre - Crossing Upgrade,ALBANY CREEK,2020-02-26T05:00:00.000Z,no,Wruck Crescent - Full/Part Road Closure - Est Until 29/06/18,OPS,6e574db5-bfab-4d48-b240-8668437a6d60
153.112694416672042,-27.213338761181955,578,PMC103565,Open,Road Works,Oxley Avenue,Intersection Oxley Ave & Frank St-Drainage Upgrade,SCARBOROUGH,2020-02-26T05:00:00.000Z,no,Oxley Ave - Road Closure - Est. 02/07/18 to 13/07/18,OPS,5e43e26a-7342-4ef8-868d-1e0321512616
152.971875463070575,-27.395570131931915,579,PMC,Open,Road Works,Camelia Avenue,Bet. Mirbella St & Pavonia St - Road Works,EVERTON HILLS,2018-07-27T05:00:00.000Z,no,Camelia Ave - Part Road Closure (night) - Est. until 19/10/18,OPS,d780278a-36f9-42cc-8a36-14801802fb71
152.961087272174638,-27.282123137060641,580,PMC,Open,Road Works,Todds Road,Bet. Isis Rd and 214 Todds Rd - Road Works,LAWNTON,2018-07-27T05:30:00.000Z,no,Todds Road - Part Road Closure - Est. until 24/08/2018,OPS,2e25dc31-be0c-4f7f-acfe-0fbecf3806d7
153.10868953075817,-27.2114280449142,581,PMC,Open,Road Works,Scarborough Road,Bet. Eversleigh Rd & Griffith Rd - Road Works,SCARBOROUGH,2018-07-27T05:30:00.000Z,no,Scarborough Rd - Part Road Closure - Est. until 28/09/2018,OPS,0975b889-c0b2-4720-b267-3187ff9d3928
152.948399412830469,-27.381503915521332,582,PMC,Open,Road Works,Bunya Road,Jinker Track Intersection - Road Works,BUNYA,2018-07-27T05:30:00.000Z,no,Bunya Road - Part Road Closure - Est. until 17/08/2018,OPS,b0309255-a58f-4018-b280-1eec159560e5
153.144375016331736,-27.062311075256606,583,PMC,Open,Road Works,Marine Parade,Carpark & Footpath Construction,BELLARA,2018-08-03T02:00:00.000Z,no,Marine Parade - Part Road Closure - Est. Until 11/09/2018,OPS,b2839f69-2d06-4073-b87b-b2672a753eb6
152.784626376316908,-27.39153944264762,584,PMC,Open,Road Works,Mount Nebo Road,Road Closure 06/08/18 to 10/08/18 - 8am to 4.30pm,MOUNT NEBO,2018-08-03T02:30:00.000Z,no,Mount Nebo Road - Bet. Forestry Rd & Goat Track,OPS,6370571e-be4c-4454-836b-ded9b420677c
152.968308925918905,-27.358138169349367,585,PMC,Open,Road Works,Albany Forest Drive,Traffic Signal Modifications - Speed reduced to 40,ALBANY CREEK,2020-02-26T05:00:00.000Z,no,Albany Forest Drive & Jagora Drive Intersection,OPS,9a5532b3-1318-42a3-a301-39f6dc1e743a
152.851648933960377,-27.261999716040261,586,TEMP121018,Open,Road Works,Mount Samson Road,Closed due to road condition - Duration 6 Weeks,SAMSONVALE,2020-02-26T05:00:00.000Z,no,"Mount Samson Road, between Kriesch Road and Hipathites Road",OPS,8749dfc5-0c57-45b5-82dd-c756f537da7a
152.947895275058357,-27.315685353282547,587,TEMP211018,Open,Flooded,Lowan Street,,WARNER,2020-02-26T05:00:00.000Z,no,"Lowan Street, Warner",OPS,9f3fd21c-d68d-45b9-927a-82f5577fce86
152.903587683538916,-27.015186963892994,588,TEMP291118,Open,Smoke,"King Road, from Powell to Bowden Roads",Closed Due to Fire,WAMURAN,2020-02-26T05:00:00.000Z,no,"King Road, Wamuran",OPS,b12bfd8d-5b4b-4c9c-be54-cb9e5c501413
153.150187196145851,-27.047573870680882,589,Fire180119,Open,Smoke,Sunderland Drive,Road closed due to fire and smoke hazard,BANKSIA BEACH,2020-02-26T05:00:00.000Z,no,"Sunderland Drive, between the Primary School and Community Centre",OPS,c7273550-1339-46a9-b62c-84296d39d508
153.042464120361302,-27.075377519784066,590,Temp1711,Open,Smoke,Volz Road,Closed due to Fire/Smoke Hazard,NINGI,2020-02-26T05:00:00.000Z,no,Closed at Bribie Island Road End,OPS,7e0b7920-097e-4716-899c-0a526f410f60
153.052617888885464,-27.075072224323581,591,Temp1711*,Open,Smoke,Lee Road,Closed due to Fire/Smoke Hazard,NINGI,2020-02-26T05:00:00.000Z,no,Closed at the Bribie Island Road End,OPS,ab288c83-fbaa-4389-a3ba-367d02860104
152.925525977760799,-27.069522328788022,592,Temp26-02,Open,Flooded,Del Rosso Road,,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Del Rosso Road,OPS,fef460e8-03c7-4b2e-8685-4d68ecf45eb5
153.011256340228215,-27.075884435371478,593,TEMP26-02,Open,Flooded,Bribie Island Road,At King John Creek,CABOOLTURE,2020-02-26T00:30:00.000Z,yes,Bribie Island Road,OPS,81fdc2a2-573f-4b8f-9a33-110395cd23a6
153.111443969327127,-27.220007942747362,594,TEMP26-02,Open,Flooded,Oxley Ave,at Grant Street,REDCLIFFE,2020-02-26T01:15:00.000Z,yes,Oxley Ave,OPS,f557b48a-4ac8-4b04-878f-456f94645782
152.727193817640455,-26.8523639972911,595,TEMP26-02,Open,Landslip,Kier Road,At Bellthorpe Hall,BELLTHORPE,2020-02-26T05:00:00.000Z,no,Kier Road,OPS,7aa32dc3-c5ba-43e9-b340-5055e426ae87
